ExperimentNumber,WorkloadNumber,RequestId,                   J,UserClass,              Policy,CloudDeploymentModel,CloudletId,            TaskType,CloudletLength,CloudletStatusString,SubmissionTime,ExecStartTime,FinalExecTime,FinishTime,InstanceVmId,              VmType
               1,             1,        5,             J={1-1},     GOLD,          BBDecision,              Hybrid,         3,                 Map,         10000,             Success,     200000.10,    200000.10,       106.40, 200106.50,          11,     openstack-micro
               1,             1,        5,             J={1-1},     GOLD,          BBDecision,              Hybrid,         4,              Reduce,          1000,             Success,     200106.50,    200106.50,        10.00, 200116.50,          11,     openstack-micro
               1,             1,       16,             J={1-1},     GOLD,          BBDecision,              Hybrid,         7,                 Map,         10000,             Success,     200000.10,    200000.10,       106.40, 200106.50,          23,     openstack-micro
               1,             1,       16,             J={1-1},     GOLD,          BBDecision,              Hybrid,         8,              Reduce,          1000,             Success,     200106.50,    200106.50,        10.00, 200116.50,          23,     openstack-micro
               1,             1,       27,             J={1-1},     GOLD,          BBDecision,              Hybrid,        11,                 Map,             1,             Success,     200223.00,    200223.00,         0.11, 200223.11,          35,     openstack-micro
               1,             1,       27,             J={1-1},     GOLD,          BBDecision,              Hybrid,        12,              Reduce,         10000,             Success,     200223.11,    200223.11,       100.00, 200323.11,          35,     openstack-micro
