ExperimentNumber,WorkloadNumber,     Id,                   J,UserClass,              Policy,CloudDeploymentModel,  Deadline,    Budget,ExecutionTime,      Cost,  IsDeadlineViolated,    IsBudgetViolated,NumberOfVMs,          LogMessage
               1,             1,     36,             J={0-1},     GOLD,          BBDecision,              Public,   4000.00,     10.50,        20.00,      0.50,No (3980.0 seconds) earlier,  No ($10.0) savings,          1,    By Decision Tree
