ExperimentNumber,WorkloadNumber,RequestId,                   J,UserClass,              Policy,CloudDeploymentModel,CloudletId,            TaskType,CloudletLength,CloudletStatusString,SubmissionTime,ExecStartTime,FinalExecTime,FinishTime,InstanceVmId,              VmType
               1,             1,       24,             J={0-1},     GOLD,          BBDecision,              Public,        15,              Reduce,         10000,             Success,         26.09,        26.09,        20.00,     46.09,          18,small-Bangalore-center
